,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling
50236,50237,Male,31,Returning,Business,Business,308,0,0.0,2,2,3,3,2,2,3,4,3,3,2,3,3,2
50237,50238,Male,70,Returning,Business,Business,1721,35,39.0,5,5,2,2,5,2,2,2,2,3,2,1,2,1
50238,50239,Female,58,Returning,Business,Business,2243,0,0.0,1,2,4,2,1,2,3,2,4,4,2,3,2,3
50239,50240,Female,21,First-time,Business,Business,373,0,0.0,2,3,2,3,4,1,2,3,2,2,4,3,2,3
50240,50241,Male,39,Returning,Business,Business,86,20,12.0,1,1,2,4,1,1,3,2,3,2,1,4,1,4
50241,50242,Male,23,First-time,Business,Economy,109,0,0.0,0,1,3,1,1,2,1,5,3,3,1,1,3,5
50242,50243,Male,37,Returning,Business,Economy,109,0,0.0,3,3,2,2,3,3,2,3,2,2,4,2,2,5
50243,50244,Female,38,First-time,Business,Economy,77,0,0.0,4,3,1,3,4,3,2,3,2,2,3,3,2,3
50244,50245,Female,46,Returning,Business,Business,3558,0,0.0,4,4,5,2,4,5,4,5,1,3,5,4,5,5
50245,50246,Female,25,First-time,Business,Economy,373,7,0.0,0,3,3,3,2,1,4,5,4,4,2,3,4,2
50246,50247,Female,22,First-time,Business,Economy,86,0,0.0,0,4,3,4,2,1,3,1,3,3,1,4,3,1
50247,50248,Male,47,Returning,Business,Business,2769,0,0.0,3,3,1,3,3,4,3,3,1,1,4,3,4,3
50248,50249,Female,55,Returning,Business,Economy,89,0,0.0,1,1,2,2,1,2,3,2,1,4,2,2,2,2
50249,50250,Female,43,Returning,Business,Economy,153,0,0.0,3,3,1,4,3,3,4,3,3,5,3,3,3,3
50250,50251,Male,30,First-time,Business,Economy,89,0,0.0,4,3,1,3,3,1,2,3,2,2,4,3,2,3
50251,50252,Male,36,First-time,Business,Economy,262,0,0.0,4,1,1,1,3,4,1,2,1,1,4,1,1,4
50252,50253,Female,49,Returning,Business,Economy,209,0,0.0,1,1,4,3,1,3,4,3,4,4,3,3,3,3
50253,50254,Male,50,First-time,Business,Economy,109,0,0.0,2,2,4,2,4,4,5,1,5,5,3,2,5,3
50254,50255,Female,35,Returning,Business,Business,109,0,0.0,3,3,4,3,3,3,2,3,4,3,3,2,3,2
50255,50256,Male,65,Returning,Business,Business,421,0,8.0,2,2,1,3,2,2,3,2,2,4,2,2,2,2
50256,50257,Male,46,Returning,Business,Economy,134,0,0.0,3,3,3,1,3,4,1,2,1,1,4,1,1,3
50257,50258,Male,23,First-time,Business,Economy,372,0,0.0,0,4,5,4,5,5,1,1,1,1,4,4,1,2
50258,50259,Female,48,Returning,Business,Business,3973,0,0.0,2,2,2,3,2,3,3,3,1,2,3,2,3,2
50259,50260,Female,20,First-time,Business,Economy,89,0,13.0,4,2,4,2,4,4,4,4,4,4,4,2,4,4
50260,50261,Female,37,Returning,Business,Business,193,0,0.0,2,2,2,3,2,4,3,4,2,3,4,1,4,1
50261,50262,Female,45,Returning,Business,Business,3745,0,0.0,1,1,1,3,1,3,3,3,2,5,3,3,3,3
50262,50263,Female,30,Returning,Business,Business,209,43,43.0,3,3,3,2,3,3,2,5,3,3,3,2,3,4
50263,50264,Male,25,First-time,Business,Economy,372,0,0.0,1,2,3,2,3,2,1,3,1,1,4,2,1,4
50264,50265,Male,34,Returning,Business,Business,2501,0,0.0,1,1,1,4,1,4,3,4,1,4,4,3,4,3
50265,50266,Female,36,Returning,Business,Business,2615,0,0.0,3,3,4,3,3,4,4,4,3,4,4,4,4,4
50266,50267,Female,35,First-time,Business,Economy,86,0,0.0,0,0,2,0,2,3,3,2,3,3,4,1,3,4
50267,50268,Male,51,Returning,Business,Business,308,0,0.0,1,1,4,4,1,3,4,4,2,5,3,1,3,3
50268,50269,Female,54,Returning,Business,Business,2403,0,1.0,4,4,1,4,4,3,4,3,3,1,3,2,3,2
50269,50270,Female,42,Returning,Business,Economy,266,0,0.0,4,4,4,4,4,2,3,2,2,1,2,2,2,2
50270,50271,Female,57,Returning,Business,Business,110,0,0.0,1,1,2,2,1,2,3,2,1,2,2,3,2,3
50271,50272,Female,22,Returning,Business,Business,110,0,0.0,5,0,2,1,2,3,1,1,1,1,1,0,1,3
50272,50273,Male,18,First-time,Business,Economy,262,244,261.0,2,2,2,2,3,5,2,4,2,2,1,2,2,4
50273,50274,Male,39,Returning,Business,Business,3692,0,0.0,2,4,5,5,2,5,1,5,5,3,5,2,5,4
50274,50275,Female,72,Returning,Business,Economy,308,53,50.0,1,1,2,3,1,3,3,3,3,3,3,3,3,3
50275,50276,Male,38,Returning,Business,Business,2379,0,17.0,1,2,4,4,2,1,4,1,3,5,1,1,1,1
50276,50277,Female,58,Returning,Business,Business,1787,0,0.0,2,2,4,4,2,5,3,4,3,4,5,3,5,3
50277,50278,Male,30,First-time,Business,Economy,110,0,0.0,3,3,2,3,3,3,4,4,4,4,3,3,4,3
50278,50279,Female,69,Returning,Business,Economy,109,14,36.0,4,4,3,3,4,4,4,4,2,1,4,4,4,4
50279,50280,Male,42,Returning,Business,Business,3075,71,66.0,3,3,4,3,3,4,4,4,1,4,4,4,4,4
50280,50281,Female,20,Returning,Business,Business,373,0,0.0,5,5,3,3,5,4,3,2,3,3,4,3,3,4
50281,50282,Female,36,First-time,Business,Economy,262,0,0.0,2,1,4,1,2,2,1,1,1,1,3,1,1,2
50282,50283,Male,39,Returning,Business,Economy,158,0,0.0,4,4,2,1,4,1,1,5,1,1,3,1,1,3
50283,50284,Male,37,Returning,Business,Business,1706,0,0.0,3,3,1,3,3,4,5,4,4,3,4,3,4,3
50284,50285,Female,47,Returning,Business,Business,2227,0,0.0,4,4,2,2,4,5,1,5,5,5,5,4,5,3
50285,50286,Male,33,Returning,Business,Business,1953,34,37.0,2,2,4,2,2,1,4,4,2,2,4,4,2,4
50286,50287,Female,58,Returning,Business,Business,153,0,0.0,2,2,3,2,2,5,5,5,4,2,5,2,5,4
50287,50288,Female,47,Returning,Business,Economy,199,0,0.0,4,4,1,3,4,3,3,3,4,3,3,3,3,3
50288,50289,Male,47,Returning,Business,Economy,308,0,1.0,1,1,3,4,1,3,4,4,4,4,2,4,4,1
50289,50290,Female,32,Returning,Business,Economy,109,0,15.0,5,4,1,3,5,2,3,4,3,3,4,3,3,3
50290,50291,Male,51,Returning,Business,Business,86,21,16.0,3,4,3,3,3,1,2,1,4,2,1,3,1,3
50291,50292,Male,23,Returning,Business,Business,337,43,38.0,5,3,4,4,5,3,4,5,4,4,3,4,4,4
50292,50293,Male,34,First-time,Business,Economy,447,0,0.0,0,2,4,2,4,2,1,2,1,1,3,2,1,2
50293,50294,Female,44,Returning,Business,Business,1813,3,16.0,5,5,2,2,5,1,3,1,3,1,1,1,1,1
50294,50295,Male,47,Returning,Business,Business,2043,0,0.0,0,0,2,5,4,2,4,2,1,4,2,0,2,2
50295,50296,Female,38,First-time,Business,Economy,207,0,0.0,3,1,5,1,5,5,5,2,5,5,1,1,5,3
50296,50297,Male,58,Returning,Business,Business,1770,0,0.0,2,2,2,4,2,4,1,4,2,3,4,2,4,5
50297,50298,Female,41,Returning,Business,Economy,308,0,0.0,4,4,2,5,4,1,5,1,5,5,2,5,5,4
50298,50299,Female,22,First-time,Business,Business,134,0,5.0,4,1,4,1,3,2,1,2,1,1,4,1,1,4
50299,50300,Female,38,Returning,Business,Business,3157,0,13.0,2,5,2,3,2,3,3,3,3,1,3,3,3,3
50300,50301,Female,30,Returning,Business,Business,153,0,0.0,3,3,4,5,3,1,5,2,5,5,1,3,5,2
50301,50302,Female,64,Returning,Business,Business,89,0,0.0,5,5,4,3,5,3,2,3,1,2,3,1,3,1
50302,50303,Male,59,Returning,Business,Business,89,0,0.0,3,3,4,4,3,4,4,4,4,4,4,2,4,2
50303,50304,Female,24,First-time,Business,Economy,109,0,0.0,3,1,3,1,4,2,3,3,5,5,3,2,5,4
50304,50305,Male,33,First-time,Business,Economy,89,0,11.0,1,2,1,2,3,2,5,4,5,5,3,2,5,4
50305,50306,Female,37,First-time,Business,Economy,109,0,0.0,3,4,1,4,4,3,2,1,2,2,1,4,2,1
50306,50307,Female,35,Returning,Business,Business,3897,0,0.0,4,4,1,4,4,2,3,3,1,2,2,1,2,1
50307,50308,Female,27,First-time,Business,Economy,250,0,0.0,0,4,3,4,4,2,5,3,4,4,1,4,4,2
50308,50309,Female,58,Returning,Business,Business,1904,0,8.0,3,3,4,3,3,1,4,1,4,2,1,1,1,1
50309,50310,Female,54,Returning,Business,Economy,86,0,0.0,4,4,4,4,4,3,4,3,3,5,3,3,3,3
50310,50311,Female,52,Returning,Business,Business,109,40,53.0,4,4,2,3,4,4,4,4,4,5,4,1,4,1
50311,50312,Male,54,Returning,Business,Economy,86,94,118.0,1,5,3,3,1,1,3,3,3,3,3,3,3,4
50312,50313,Male,49,Returning,Business,Business,2276,0,8.0,5,5,4,3,5,4,2,4,4,3,4,3,4,3
50313,50314,Female,43,Returning,Business,Business,2972,12,25.0,2,5,4,4,2,4,3,4,3,3,4,2,4,2
50314,50315,Female,35,Returning,Business,Business,2815,0,0.0,5,5,3,1,5,5,1,5,5,5,5,5,5,4
50315,50316,Male,46,Returning,Business,Business,86,0,0.0,1,1,5,5,1,1,5,3,2,5,2,1,5,1
50316,50317,Female,61,Returning,Business,Business,207,0,0.0,1,1,3,2,1,1,3,1,4,3,1,1,1,1
50317,50318,Female,47,Returning,Business,Economy,421,0,0.0,5,5,2,2,5,5,3,5,5,2,5,5,5,5
50318,50319,Male,41,Returning,Business,Economy,77,0,0.0,1,1,1,5,1,2,5,2,5,5,2,5,5,2
50319,50320,Female,29,Returning,Business,Business,2972,0,0.0,4,4,2,4,4,2,4,5,4,4,5,4,4,1
50320,50321,Male,50,Returning,Business,Business,77,15,9.0,3,5,2,4,3,4,4,4,2,1,4,3,4,3
50321,50322,Male,20,First-time,Business,Economy,209,0,0.0,0,4,1,4,4,1,4,1,4,4,2,4,4,2
50322,50323,Female,23,Returning,Business,Business,2670,0,0.0,5,5,4,5,5,1,5,3,5,5,4,5,5,2
50323,50324,Female,46,Returning,Business,Business,109,0,0.0,4,0,1,5,4,3,5,3,2,1,3,0,3,3
50324,50325,Female,35,Returning,Business,Business,3697,0,0.0,4,4,3,2,4,4,5,4,2,2,4,4,4,4
50325,50326,Female,39,Returning,Business,Business,3823,27,14.0,4,4,3,1,4,5,2,5,2,3,5,4,5,5
50326,50327,Female,38,First-time,Business,Economy,199,0,0.0,0,2,5,2,1,4,4,2,4,4,4,2,4,1
50327,50328,Male,46,Returning,Business,Economy,308,0,0.0,1,1,5,5,1,3,5,2,5,5,2,5,5,5
50328,50329,Male,51,Returning,Business,Business,3455,10,2.0,1,1,2,2,3,3,3,3,4,2,3,0,3,3
50329,50330,Female,43,Returning,Business,Economy,308,0,11.0,3,3,5,2,3,4,2,4,1,2,4,4,4,4
50330,50331,Female,39,First-time,Business,Economy,373,0,0.0,4,2,2,2,5,4,3,4,1,1,4,1,1,2
50331,50332,Male,57,Returning,Business,Economy,109,7,11.0,1,1,5,2,1,2,2,2,2,2,2,2,2,4
50332,50333,Female,51,Returning,Business,Business,199,12,5.0,3,1,5,4,3,3,2,4,1,4,3,3,3,5
50333,50334,Female,50,Returning,Business,Business,109,0,21.0,5,5,1,2,5,4,2,4,5,4,4,5,4,5
50334,50335,Female,54,Returning,Business,Economy,134,7,0.0,5,5,4,4,5,2,5,2,5,4,2,2,2,2
50335,50336,Female,36,Returning,Business,Business,3642,29,27.0,1,1,2,2,1,4,2,4,1,1,4,1,4,4
50336,50337,Male,50,Returning,Business,Economy,109,0,0.0,1,1,5,4,1,2,4,4,4,4,4,4,4,1
50337,50338,Female,48,Returning,Business,Business,3800,0,5.0,5,5,4,3,5,4,1,4,1,5,4,5,4,3
50338,50339,Female,52,Returning,Business,Business,266,0,0.0,4,4,5,3,4,5,2,5,5,1,5,4,5,5
50339,50340,Female,40,Returning,Business,Business,1610,0,0.0,3,3,1,2,3,3,4,4,3,4,3,3,3,5
50340,50341,Male,16,Returning,Business,Business,1593,0,2.0,4,4,5,4,4,3,4,2,4,4,4,4,4,5
50341,50342,Female,64,Returning,Business,Business,308,0,0.0,3,3,1,5,3,4,5,4,4,1,4,3,4,4
50342,50343,Male,30,First-time,Business,Economy,134,0,0.0,1,0,4,0,4,4,5,5,3,3,3,1,3,3
50343,50344,Male,25,First-time,Business,Economy,337,0,0.0,0,2,1,2,1,1,3,3,3,3,4,2,3,2
50344,50345,Female,37,Returning,Business,Business,1683,24,10.0,2,2,3,4,2,2,3,3,1,4,2,2,2,2
50345,50346,Male,26,Returning,Business,Business,3116,35,44.0,5,5,4,5,5,5,5,2,5,5,3,5,5,1
50346,50347,Female,38,First-time,Business,Economy,372,0,4.0,2,3,2,3,2,3,1,1,1,1,1,2,1,1
50347,50348,Male,60,Returning,Business,Business,1950,0,0.0,5,5,2,4,5,4,2,4,1,5,4,5,4,4
50348,50349,Female,32,Returning,Business,Economy,56,26,17.0,3,3,1,5,3,3,5,2,5,5,4,5,5,1
50349,50350,Male,35,Returning,Business,Economy,190,0,0.0,2,2,2,5,2,1,5,4,5,5,5,5,5,5
50350,50351,Female,33,Returning,Business,Business,207,0,0.0,1,1,4,3,1,1,3,1,1,3,1,1,1,1
50351,50352,Female,35,Returning,Business,Economy,363,0,0.0,2,2,2,2,2,4,2,3,2,2,4,2,2,3
50352,50353,Male,38,Returning,Business,Economy,262,0,19.0,2,2,3,4,2,4,4,2,4,4,4,4,4,4
50353,50354,Male,58,Returning,Business,Business,3525,0,0.0,1,1,3,4,1,1,3,1,4,4,1,1,1,1
50354,50355,Female,24,First-time,Business,Economy,86,0,0.0,0,5,3,5,4,4,4,2,3,3,3,5,3,5
50355,50356,Male,19,First-time,Business,Economy,153,76,79.0,2,2,1,2,3,4,5,1,5,5,3,2,5,3
50356,50357,Male,52,Returning,Business,Economy,308,5,0.0,3,3,1,2,3,3,3,5,3,3,4,2,3,3
50357,50358,Male,33,Returning,Business,Economy,86,0,0.0,4,4,5,4,4,5,4,3,4,4,5,4,4,5
50358,50359,Male,19,First-time,Business,Economy,238,70,66.0,1,3,1,3,4,4,5,1,2,2,3,3,2,3
50359,50360,Female,55,Returning,Business,Economy,250,6,0.0,5,5,5,1,5,4,1,4,2,1,4,4,4,4
50360,50361,Male,18,Returning,Business,Business,190,0,2.0,4,4,2,4,4,4,5,2,4,4,1,4,4,4
50361,50362,Male,54,Returning,Business,Economy,77,4,6.0,1,4,4,2,4,2,3,5,3,3,4,2,3,4
50362,50363,Male,26,Returning,Business,Business,1759,0,0.0,2,4,5,4,2,5,3,1,3,3,5,2,3,5
50363,50364,Male,25,Returning,Business,Business,3017,28,19.0,1,1,4,3,1,1,2,4,3,3,3,2,3,4
50364,50365,Female,50,Returning,Business,Business,2166,0,0.0,3,3,2,1,3,4,2,4,5,4,4,3,4,4
50365,50366,Female,53,Returning,Business,Business,2275,0,0.0,4,4,2,3,4,5,1,5,1,2,5,4,5,5
50366,50367,Male,50,First-time,Business,Economy,156,0,0.0,0,1,4,1,4,4,1,4,1,1,1,1,1,1
50367,50368,Male,16,First-time,Business,Economy,372,0,0.0,0,0,4,0,3,4,3,4,3,3,1,0,3,1
50368,50369,Male,33,Returning,Business,Business,109,0,0.0,3,3,1,5,3,1,3,4,4,4,4,3,4,3
50369,50370,Female,25,First-time,Business,Economy,109,0,0.0,0,1,3,1,4,4,4,3,4,4,2,1,4,1
50370,50371,Male,48,Returning,Business,Business,2097,0,0.0,1,4,3,3,4,4,4,4,1,5,4,1,4,1
50371,50372,Male,31,Returning,Business,Business,3119,3,0.0,3,3,5,5,3,3,5,5,5,5,5,3,5,3
50372,50373,Female,38,First-time,Business,Economy,209,13,33.0,0,1,4,1,4,3,4,3,4,4,1,1,4,2
50373,50374,Female,17,Returning,Business,Business,266,140,143.0,4,4,1,1,4,5,1,3,1,1,3,1,2,4
50374,50375,Male,44,Returning,Business,Business,3720,0,0.0,4,4,1,1,4,5,5,5,4,2,5,4,5,5
50375,50376,Female,64,Returning,Business,Business,86,0,1.0,2,2,2,1,2,2,2,2,3,1,2,1,2,1
50376,50377,Female,43,First-time,Business,Economy,266,0,0.0,3,3,1,3,4,2,4,4,3,3,4,3,3,3
50377,50378,Female,24,First-time,Business,Economy,373,0,0.0,0,4,4,4,4,2,1,1,3,3,5,4,3,1
50378,50379,Female,52,Returning,Business,Economy,209,0,0.0,1,1,4,4,1,2,3,2,2,1,2,2,2,2
50379,50380,Female,45,First-time,Business,Economy,109,0,0.0,2,3,3,3,3,3,2,3,3,3,4,3,3,4
50380,50381,Female,42,Returning,Business,Business,308,0,0.0,2,2,1,2,2,5,1,5,3,1,5,2,5,5
50381,50382,Male,32,Returning,Business,Business,1552,108,176.0,4,4,2,2,4,2,2,2,2,2,4,2,3,1
50382,50383,Male,51,Returning,Business,Business,2662,2,9.0,3,3,2,3,3,3,3,2,2,4,3,1,3,1
50383,50384,Male,48,Returning,Business,Business,2805,182,179.0,3,0,4,5,4,2,4,5,4,5,5,0,2,3
50384,50385,Female,21,Returning,Business,Business,372,0,13.0,5,5,2,2,5,1,2,2,2,2,3,2,2,4
50385,50386,Female,38,Returning,Business,Economy,337,0,3.0,5,5,1,4,5,4,4,3,4,4,4,4,4,2
50386,50387,Female,25,First-time,Business,Economy,110,0,0.0,1,2,4,2,3,1,1,5,1,1,4,2,1,3
50387,50388,Female,40,First-time,Business,Business,308,0,0.0,5,5,3,5,3,4,2,5,2,2,3,4,2,3
50388,50389,Male,23,Returning,Business,Business,3025,59,52.0,1,1,1,3,1,4,3,1,3,3,4,3,3,3
50389,50390,Female,37,Returning,Business,Economy,373,1,0.0,3,3,1,4,3,1,4,5,4,4,5,4,4,4
50390,50391,Male,29,First-time,Business,Economy,373,0,0.0,5,1,4,1,4,3,5,5,5,5,2,1,5,2
50391,50392,Female,79,Returning,Business,Business,3136,91,78.0,2,2,4,3,2,2,4,2,4,2,2,2,2,2
50392,50393,Male,52,Returning,Business,Business,3807,0,0.0,3,3,2,4,3,3,3,3,3,1,3,1,3,1
50393,50394,Female,30,Returning,Business,Business,2436,73,70.0,2,2,4,3,2,4,2,2,3,3,3,2,3,3
50394,50395,Female,37,Returning,Business,Business,373,0,0.0,4,4,5,3,4,4,5,4,1,3,4,4,4,4
50395,50396,Male,42,Returning,Business,Business,2465,0,3.0,1,1,4,3,1,4,5,4,5,3,4,1,4,3
50396,50397,Female,61,Returning,Business,Business,3805,0,4.0,1,1,4,3,1,5,5,5,2,2,5,1,5,5
50397,50398,Female,16,Returning,Business,Business,373,12,0.0,2,2,2,3,2,4,3,1,3,3,4,3,3,3
50398,50399,Male,16,Returning,Business,Business,2579,0,0.0,4,4,4,3,4,3,2,1,2,2,4,2,2,3
50399,50400,Male,27,First-time,Business,Economy,262,0,0.0,5,3,5,3,3,4,1,1,1,1,5,2,1,2
50400,50401,Female,24,First-time,Business,Business,304,0,0.0,0,4,2,4,4,5,1,1,1,1,5,4,1,3
50401,50402,Female,42,Returning,Business,Business,447,18,8.0,2,2,3,3,2,1,3,1,3,2,1,1,1,1
50402,50403,Female,36,First-time,Business,Economy,326,0,0.0,0,2,4,2,4,4,3,4,3,3,5,2,3,4
50403,50404,Female,42,First-time,Business,Economy,86,0,0.0,1,3,3,3,4,2,1,1,1,1,4,3,1,4
50404,50405,Female,45,First-time,Business,Economy,89,0,31.0,0,0,3,0,2,5,3,5,2,2,2,1,2,5
50405,50406,Female,57,Returning,Business,Economy,372,0,6.0,5,5,4,4,5,1,4,1,4,5,1,1,1,1
50406,50407,Male,28,Returning,Business,Business,308,0,3.0,3,3,4,4,3,5,5,1,5,5,4,3,5,4
50407,50408,Female,25,Returning,Business,Business,1877,0,0.0,2,2,1,4,2,1,4,5,4,4,4,2,4,1
50408,50409,Female,21,First-time,Business,Economy,110,50,47.0,1,1,4,1,3,3,3,4,2,2,3,1,2,4
50409,50410,Male,36,Returning,Business,Economy,308,0,0.0,2,2,3,3,2,4,4,3,4,4,3,4,4,4
50410,50411,Female,26,First-time,Business,Economy,110,0,,0,1,4,1,5,1,5,5,5,5,2,1,5,3
50411,50412,Female,42,Returning,Business,Business,3667,0,0.0,3,3,2,3,3,3,4,4,4,5,3,3,3,3
50412,50413,Female,48,Returning,Business,Economy,193,0,0.0,5,5,1,3,5,3,3,3,1,2,3,3,3,3
50413,50414,Male,56,Returning,Business,Business,2938,0,0.0,3,3,3,5,3,4,1,4,5,2,4,3,4,4
50414,50415,Female,49,Returning,Business,Economy,77,0,0.0,2,2,3,4,2,4,3,4,4,2,4,4,4,4
50415,50416,Male,39,Returning,Business,Business,262,0,0.0,2,2,2,5,2,4,2,4,3,4,4,2,4,4
50416,50417,Male,33,Returning,Business,Economy,109,0,0.0,3,3,2,4,3,2,4,5,4,4,3,4,4,1
50417,50418,Female,40,First-time,Business,Business,78,0,0.0,2,2,1,2,3,3,1,3,1,1,4,2,1,3
50418,50419,Male,24,First-time,Business,Economy,110,7,0.0,0,4,1,4,4,2,3,1,3,3,1,5,3,3
50419,50420,Female,55,Returning,Business,Business,77,0,0.0,2,2,2,3,2,5,5,5,5,4,5,2,5,5
50420,50421,Male,15,First-time,Business,Economy,337,109,100.0,4,1,4,1,4,2,3,4,5,5,3,1,5,3
50421,50422,Male,39,First-time,Business,Business,266,6,0.0,3,3,3,3,1,4,1,2,1,1,5,2,1,2
50422,50423,Male,22,First-time,Business,Economy,190,0,0.0,0,4,4,4,5,2,3,1,4,4,5,4,4,1
50423,50424,Female,24,First-time,Business,Business,156,0,0.0,0,0,3,0,4,4,1,1,4,4,4,0,4,5
50424,50425,Male,37,Returning,Business,Business,3778,0,4.0,3,1,2,4,1,4,4,4,1,1,4,4,4,4
50425,50426,Female,51,Returning,Business,Economy,89,0,0.0,3,1,4,4,3,5,1,5,3,5,5,5,5,5
50426,50427,Male,58,Returning,Business,Business,262,0,0.0,1,1,4,4,1,3,3,3,4,3,3,3,3,3
50427,50428,Female,18,Returning,Business,Business,158,58,53.0,3,3,3,2,3,2,4,3,2,2,4,4,2,3
50428,50429,Female,42,Returning,Business,Business,86,0,0.0,5,0,3,2,3,2,5,2,5,3,2,0,2,2
50429,50430,Female,17,First-time,Business,Economy,109,59,69.0,2,1,4,1,4,3,5,4,5,5,4,1,5,4
50430,50431,Male,17,Returning,Business,Business,2846,0,0.0,1,1,5,4,1,4,4,5,4,4,5,1,4,3
50431,50432,Female,49,Returning,Business,Business,3333,4,0.0,5,5,2,4,5,1,4,1,2,5,1,1,1,1
50432,50433,Female,23,First-time,Business,Economy,109,0,0.0,5,5,4,5,1,1,4,1,4,4,4,5,4,1
50433,50434,Female,40,Returning,Business,Business,156,0,0.0,4,4,2,4,4,4,5,4,1,2,4,4,4,3
50434,50435,Male,21,First-time,Business,Economy,109,0,0.0,4,5,5,5,3,2,3,3,3,3,2,4,3,3
50435,50436,Female,43,Returning,Business,Economy,262,34,25.0,2,2,1,4,2,3,4,2,2,4,3,2,3,3
50436,50437,Female,21,First-time,Business,Economy,337,1,0.0,0,2,5,2,5,5,1,3,1,1,4,2,1,1
50437,50438,Female,28,First-time,Business,Economy,153,0,0.0,0,2,1,2,1,2,3,3,3,3,4,2,3,2
50438,50439,Male,51,Returning,Business,Economy,373,0,18.0,1,1,3,4,1,4,4,3,4,4,1,4,4,4
50439,50440,Male,36,Returning,Business,Business,89,0,4.0,4,4,5,5,4,5,4,5,2,3,5,4,5,3
50440,50441,Female,54,Returning,Business,Economy,250,0,0.0,5,5,5,3,5,4,5,4,4,3,4,4,4,4
50441,50442,Female,45,Returning,Business,Economy,110,0,16.0,1,1,4,3,1,1,3,1,2,4,1,1,1,1
50442,50443,Male,23,First-time,Business,Economy,89,13,4.0,0,4,1,4,1,1,4,3,4,4,5,4,4,4
50443,50444,Male,32,Returning,Business,Business,2072,0,0.0,1,1,2,3,1,1,2,1,2,2,3,2,2,4
50444,50445,Male,22,First-time,Business,Economy,337,18,33.0,0,0,1,0,1,5,3,4,3,3,1,0,3,1
50445,50446,Male,39,Returning,Business,Business,2427,0,0.0,3,3,2,3,3,4,4,3,4,5,4,4,4,4
50446,50447,Female,76,Returning,Business,Business,3689,0,0.0,4,0,1,2,2,1,5,3,3,3,1,0,1,3
50447,50448,Female,44,First-time,Business,Economy,337,0,0.0,0,1,5,1,5,2,2,1,2,2,3,1,2,4
50448,50449,Female,26,First-time,Business,Economy,262,39,27.0,3,3,1,3,4,3,3,1,3,3,3,3,3,3
50449,50450,Female,57,Returning,Business,Business,3938,0,6.0,1,1,3,4,1,3,4,2,4,4,3,3,3,3
50450,50451,Male,16,Returning,Business,Economy,209,0,0.0,5,5,1,4,5,1,4,4,4,4,3,4,4,3
50451,50452,Female,40,Returning,Business,Economy,109,3,5.0,5,5,4,4,5,5,4,3,4,4,4,4,4,2
50452,50453,Male,45,Returning,Business,Business,3446,0,0.0,5,5,5,2,5,5,2,5,5,5,5,5,5,5
50453,50454,Female,18,First-time,Business,Economy,326,0,0.0,0,0,1,0,3,3,2,3,3,3,2,1,3,5
50454,50455,Female,43,Returning,Business,Economy,262,0,0.0,3,3,1,5,3,5,1,5,3,4,5,5,5,5
50455,50456,Male,38,Returning,Business,Economy,337,87,89.0,5,2,1,2,5,2,2,5,2,2,4,2,2,3
50456,50457,Female,38,Returning,Business,Business,2376,0,0.0,3,3,2,4,3,5,4,5,4,5,5,3,5,5
50457,50458,Female,30,Returning,Business,Business,110,0,3.0,5,0,5,4,4,3,4,3,4,4,3,0,4,1
50458,50459,Female,56,Returning,Business,Economy,190,13,8.0,3,4,3,3,4,2,3,2,2,4,2,2,2,2
50459,50460,Female,35,Returning,Business,Business,1815,0,0.0,1,1,4,4,1,1,4,1,4,4,1,1,1,1
50460,50461,Male,39,Returning,Business,Economy,421,0,0.0,5,5,2,4,5,3,4,2,4,4,3,4,4,1
50461,50462,Female,57,Returning,Business,Business,109,0,0.0,3,3,1,1,3,3,2,3,3,3,3,1,3,1
50462,50463,Female,39,Returning,Business,Business,2203,0,4.0,4,4,2,3,4,3,4,4,3,4,3,3,3,3
50463,50464,Male,80,First-time,Business,Economy,337,0,0.0,0,4,4,4,4,2,3,5,3,3,2,3,3,4
50464,50465,Female,54,Returning,Business,Economy,262,0,0.0,2,2,3,4,2,2,3,2,4,4,2,2,2,2
50465,50466,Male,54,First-time,Business,Economy,373,0,0.0,1,1,2,1,3,4,5,4,3,3,3,1,3,4
50466,50467,Female,35,First-time,Business,Economy,250,3,0.0,1,1,2,1,3,1,5,1,4,4,4,1,4,4
50467,50468,Female,22,Returning,Business,Business,2499,2,0.0,3,3,4,2,3,4,2,5,2,2,4,2,2,4
50468,50469,Male,39,Returning,Business,Business,1819,105,127.0,5,5,4,1,5,1,2,1,4,3,1,1,1,1
50469,50470,Male,33,Returning,Business,Business,2076,0,0.0,5,0,5,4,1,1,4,3,4,4,3,0,4,5
50470,50471,Male,37,First-time,Business,Economy,421,7,7.0,2,1,2,1,3,3,2,1,2,2,3,1,2,4
50471,50472,Female,37,First-time,Business,Economy,158,24,20.0,2,1,4,1,3,1,1,4,1,1,3,1,1,3
50472,50473,Male,26,First-time,Business,Economy,109,0,0.0,0,4,5,4,4,2,3,5,3,3,2,4,3,3
50473,50474,Female,30,First-time,Business,Economy,89,0,0.0,3,3,1,3,4,3,5,1,2,2,4,3,2,4
50474,50475,Male,24,First-time,Business,Economy,373,0,0.0,0,3,5,3,2,3,5,5,1,1,4,3,1,3
